측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
20200108,공항대로,0.024,0.015,0.6,0.006,31,23
20200108,관악구,0.026,0.015,0.6,0.003,31,23
20200108,관악산,0.017,0.02,0.5,0.004,17,11
20200108,광진구,0.023,0.013,0.8,0.003,27,18
20200108,구로구,0.017,0.021,0.4,0.003,8,7
20200108,궁동,0.021,0.019,0.6,0.003,31,24
20200108,금천구,0.023,0.016,0.6,0.003,31,26
20200108,남산,0.021,0.018,0.9,0.003,29,
20200108,노원구,0.036,0.005,0.5,0.004,6,7
20200108,도봉구,0.015,0.025,0.4,0.002,3,3
20200108,도산대로,0.027,0.015,0.7,0.002,27,19
20200108,동대문구,0.022,0.015,0.6,0.002,25,19
20200108,동작구,0.023,0.017,0.5,0.003,36,25
20200108,동작대로,0.033,0.015,0.6,0.005,30,24
20200108,마포구,0.017,0.017,0.4,0.003,4,4
20200108,마포아트센터,0.019,0.019,0.4,0.003,25,17
20200108,북한산,0.013,0.022,0.7,0.003,25,16
20200108,서대문구,0.02,0.018,0.7,0.002,26,16
20200108,서울숲,0.029,0.015,,0.004,26,23
20200108,서초구,0.026,0.022,0.4,0.002,37,23
20200108,성동구,0.025,0.015,0.6,0.003,27,22
20200108,성북구,0.027,0.015,0.8,0.002,25,19
20200108,세곡,0.011,0.014,0.8,0.004,25,17
20200108,송파구,0.02,0.012,0.6,0.003,11,9
20200108,시흥대로,0.023,0.018,0.6,0.003,33,27
20200108,신촌로,0.031,0.012,0.8,0.003,35,25
20200108,양천구,0.022,0.015,0.5,0.004,10,6
20200108,영등포구,0.021,0.016,0.8,0.003,25,21
20200108,영등포로,0.034,0.011,0.7,0.003,36,27
20200108,올림픽공원,0.019,0.015,0.6,0.002,26,23
20200108,용산구,0.02,0.014,0.6,0.003,23,20
20200108,은평구,0.01,0.022,0.7,0.002,3,4
20200108,자연사박물관,,,,,28,25
20200108,정릉로,0.035,0.009,0.5,0.005,31,24
20200108,종로,0.02,0.016,0.6,0.003,34,24
20200108,종로구,0.022,0.015,0.6,0.003,29,23
20200108,중구,0.02,0.015,0.5,0.003,10,11
20200108,중랑구,0.026,0.012,0.6,0.002,27,17
20200108,천호대로,0.029,0.014,0.7,0.003,29,22
20200108,청계천로,0.025,0.015,0.7,0.004,28,23
20200108,한강대로,0.025,0.014,0.7,0.003,30,19
20200108,행주,0.014,0.02,0.7,0.004,14,7
20200108,홍릉로,0.028,0.015,0.7,0.003,29,21
20200108,화랑로,0.023,0.014,0.4,0.004,28,20
20200109,강남구,0.026,0.02,0.7,0.003,46,40
20200109,강남대로,0.038,0.012,0.9,0.003,52,34
20200109,강동구,0.026,0.018,0.6,0.004,55,47
20200109,강변북로,0.043,0.011,1,0.004,53,36
20200109,강북구,0.024,0.023,0.6,0.003,53,43
20200109,강서구,0.02,0.023,0.6,0.004,59,39
20200109,공항대로,0.032,0.015,0.7,0.005,60,43
20200109,관악구,0.028,0.018,0.7,0.003,50,38
20200109,관악산,0.014,0.01,0.6,0.004,50,44
20200109,광진구,0.019,0.02,0.8,0.003,44,30
20200109,구로구,0.019,0.027,0.4,0.004,49,39
20200109,궁동,0.023,0.021,0.6,0.004,52,40
20200109,금천구,0.026,0.018,0.6,0.004,53,44
20200109,남산,0.012,0.026,0.8,0.004,56,
20200109,노원구,0.017,0.022,0.6,0.005,49,46
20200109,도봉구,0.015,0.029,0.6,0.003,42,30
20200109,도산대로,0.031,0.017,0.8,0.003,47,35
20200109,동대문구,0.022,0.021,0.6,0.003,47,37
20200109,동작구,0.027,0.018,0.6,0.003,61,45
20200109,동작대로,0.04,0.015,0.6,0.006,50,39
20200109,마포구,0.026,0.021,0.4,0.003,48,41
20200109,마포아트센터,0.02,0.022,0.4,0.003,47,34
20200109,북한산,0.01,0.027,0.6,0.003,45,29
20200109,서대문구,0.02,0.022,0.7,0.003,48,28
20200109,서울숲,0.028,0.02,0.8,0.004,49,40
20200109,서초구,0.027,0.028,0.4,0.004,50,38
20200109,성동구,0.026,0.018,0.6,0.004,48,42
20200109,성북구,0.023,0.024,0.8,0.002,44,36
20200109,세곡,0.015,0.015,1,0.004,47,31
20200109,송파구,0.021,0.016,0.7,0.003,51,43
20200109,시흥대로,0.029,0.019,0.7,0.004,61,45
20200109,신촌로,0.035,0.014,0.8,0.004,56,45
20200109,양천구,0.027,0.018,0.6,0.004,56,45
20200109,영등포구,0.022,0.02,0.8,0.003,46,41
20200109,영등포로,0.033,0.016,0.7,0.004,54,44
20200109,올림픽공원,0.019,0.018,0.6,0.002,46,40
20200109,용산구,0.021,0.018,0.6,0.003,48,40
20200109,은평구,0.016,0.024,0.7,0.003,48,30
20200109,자연사박물관,,,,,49,41
20200109,정릉로,0.046,0.01,0.6,0.005,52,41
20200109,종로,0.018,0.023,0.6,0.004,56,41
20200109,종로구,0.022,0.019,0.6,0.004,53,45
20200109,중구,0.015,0.028,0.6,0.003,51,48
20200109,중랑구,0.023,0.019,0.7,0.003,50,33
20200109,천호대로,0.033,0.017,0.7,0.004,57,41
20200109,청계천로,0.023,0.021,0.7,0.004,49,42
20200109,한강대로,0.029,0.018,0.8,0.003,49,32
20200109,행주,0.013,0.028,0.8,0.004,52,38
20200109,홍릉로,0.03,0.02,0.8,0.004,49,39
20200109,화랑로,0.024,0.018,0.5,0.005,52,41
20200110,강남구,0.045,0.007,0.8,0.004,57,47
20200110,강남대로,0.053,0.003,1.2,0.004,60,41
20200110,강동구,0.046,0.006,0.7,0.004,69,57
20200110,강변북로,0.05,0.007,1.1,0.004,65,45
20200110,강북구,0.036,0.013,0.7,0.003,64,50
20200110,강서구,0.04,0.009,0.8,0.006,82,48
20200110,공항대로,0.049,0.006,0.9,0.006,81,54
20200110,관악구,0.05,0.006,0.8,0.004,62,46
20200110,관악산,0.023,0.007,0.7,0.004,57,39
20200110,광진구,0.035,0.008,0.9,0.003,57,36
20200110,구로구,0.04,0.012,0.6,0.005,56,45
20200110,궁동,0.046,0.006,0.8,0.004,71,54
20200110,금천구,0.048,0.005,0.8,0.004,68,56
20200110,남산,0.039,0.012,1,0.004,69,51
20200110,노원구,0.039,0.008,0.9,0.005,61,55
20200110,도봉구,0.029,0.015,0.8,0.003,60,42
20200110,도산대로,0.048,0.006,1.1,0.003,58,43
20200110,동대문구,0.042,0.009,0.6,0.004,63,50
20200110,동작구,0.047,0.007,0.8,0.004,78,55
20200110,동작대로,0.059,0.005,0.8,0.006,64,49
20200110,마포구,0.043,0.013,0.4,0.004,60,51
20200110,마포아트센터,0.039,0.01,0.5,0.003,59,42
20200110,북한산,0.014,0.021,0.6,0.003,46,30
20200110,서대문구,0.039,0.008,1.2,0.005,62,36
20200110,서울숲,0.046,0.007,0.9,0.004,62,48
20200110,서초구,0.053,0.012,0.6,0.004,66,47
20200110,성동구,0.042,0.007,0.7,0.004,60,50
20200110,성북구,0.042,0.011,1,0.002,62,50
20200110,세곡,0.02,0.005,1.4,0.005,58,36
20200110,송파구,0.046,0.006,0.8,0.004,59,48
20200110,시흥대로,0.053,0.005,0.9,0.004,75,52
20200110,신촌로,0.05,0.005,1,0.004,68,54
20200110,양천구,0.046,0.008,0.8,0.005,74,56
20200110,영등포구,0.042,0.008,1.1,0.004,59,48
20200110,영등포로,0.051,0.005,0.9,0.004,67,53
20200110,올림픽공원,0.034,0.006,0.8,0.003,55,45
20200110,용산구,0.032,0.003,0.8,0.003,95,54
20200110,은평구,0.032,0.01,0.8,0.003,57,34
20200110,자연사박물관,,,,,63,50
20200110,정릉로,0.06,0.005,0.8,0.006,71,54
20200110,종로,0.033,0.01,0.8,0.004,74,51
20200110,종로구,0.04,0.009,0.9,0.004,70,59
